Kode Saham;Nama Perusahaan;Open Price;Tertinggi;Terendah;Penutupan;Selisih;Volume;Nilai;Frekuensi;Offer;Offer Volume;Bid;Bid Volume;Listed Shares;Tradeble Shares
TOBA;TBS Energi Utama Tbk.;620;640;605;630;10;11217300;7024582500;2167;635;337700;630;41700;8257402931;8257402931
TOOL;Rohartindo Nusantara Luas Tbk.;63;64;62;63;-1;10680000;676482700;599;64;695700;63;2571700;2050020320;2050020320
TOPS;Totalindo Eka Persada Tbk.;0;0;0;1;0;0;0;0;0;0;0;0;33330000000;33330000000
TOSK;Topindo Solusi Komunika Tbk.;63;66;63;64;1;18563700;1196167100;1182;65;3009600;64;1265800;4375277300;4375277300
TOTL;Total Bangun Persada Tbk.;1100;1105;1045;1070;-35;5939400;6391448000;1790;1070;12500;1065;126600;3410000000;3410000000
TOTO;Surya Toto Indonesia Tbk.;272;276;270;276;2;425700;116536600;238;276;647900;274;1200;10320000000;10320000000
TOWR;Sarana Menara Nusantara Tbk.;492;496;482;486;-6;22488100;10979277600;3182;492;18400;486;1734600;59098103731;59098103731
TOYS;Sunindo Adipersada Tbk.;0;0;0;8;0;0;0;0;0;0;0;0;1435000712;1435000712
TPIA;Chandra Asri Pacific Tbk.;5925;6800;5700;6475;400;43201900;2,79298E+11;19378;6475;126300;6450;17300;86511545092;86511545092
TPMA;Trans Power Marine Tbk.;600;600;590;595;-5;14866100;8849153500;1010;595;107800;590;1707700;3507420034;3507420034
TRAM;Trada Alam Minera Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;49643627934;49643627934
TRGU;Cerestar Indonesia Tbk.;189;190;187;188;0;84900;15976400;73;188;9700;186;11600;7945412700;7945412700
TRIL;Triwira Insanlestari Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;1200000000;1200000000
TRIM;Trimegah Sekuritas Indonesia Tbk.;570;595;555;590;20;3327900;1931204500;211;590;5100;585;2700;7109300000;7109300000
TRIN;Perintis Triniti Properti Tbk.;805;900;780;870;65;13019300;11117801000;2597;875;21600;870;36400;4551457789;4551457789
TRIO;Trikomsel Oke Tbk.;0;0;0;426;0;0;0;0;0;0;0;0;26007494645;26007494645
TRIS;Trisula International Tbk.;174;175;172;172;-3;404800;70096400;158;174;2600;172;199100;3141443831;3141443831
TRJA;Transkon Jaya Tbk.;136;137;132;137;2;87700;11718600;78;137;46000;133;2800;1510200000;1510200000
TRON;Teknologi Karya Digital Nusa Tbk.;165;180;161;170;4;20870200;3615276100;2318;171;53100;170;40600;2951328448;2937439448
TRST;Trias Sentosa Tbk.;0;488;450;484;12;32500;15184600;42;486;1000;460;3100;2808000000;2808000000
TRUE;Triniti Dinamik Tbk.;161;204;157;185;17;312189700;57541150200;22478;186;166100;185;2493200;7571107860;7571107860
TRUK;Guna Timur Raya Tbk.;565;565;454;565;111;11283600;6116417700;2700;0;0;565;3216800;435000000;435000000
TRUS;Trust Finance Indonesia Tbk;0;450;398;402;2;34700;14267800;55;402;11800;400;100;800000000;800000000
TSPC;Tempo Scan Pacific Tbk.;2450;2450;2410;2420;-10;384800;932842000;232;2420;100;2410;104400;4509864300;4509864300
TUGU;Asuransi Tugu Pratama Indonesia Tbk.;1230;1260;1230;1255;5;937200;1171213500;221;1260;53500;1255;18600;3555575600;3555575600
TYRE;King Tire Indonesia Tbk.;113;115;103;114;0;238100;26363700;123;114;1400;112;5600;3480581727;3480581727
UANG;Pakuan Tbk.;3540;3900;3460;3830;290;746300;2821781000;860;3840;1500;3830;23700;1210000000;1210000000
UCID;Uni-Charm Indonesia Tbk.;402;408;396;404;2;759100;304276400;315;404;589600;402;548400;4156572300;4156572300
UDNG;Agro Bahari Nusantara Tbk.;0;0;0;750;0;0;0;0;0;0;0;0;1750040072;1750040072
UFOE;Damai Sejahtera Abadi Tbk.;151;154;145;153;1;61700;9321700;82;153;121100;150;23200;2898261693;2898261693
ULTJ;Ultrajaya Milk Industry & Trading Company Tbk.;1510;1510;1495;1500;-10;584900;877526000;448;1505;15800;1500;46700;10398175200;10398175200
UNIC;Unggul Indah Cahaya Tbk.;0;11125;10700;11075;-375;8500;93532500;39;11075;200;11025;100;383331363;383331363
UNIQ;Ulima Nitra Tbk.;129;132;125;131;2;1405300;182082500;467;132;166000;131;11900;3138983000;3138983000
UNIT;Nusantara Inti Corpora Tbk;0;0;0;316;0;0;0;0;0;0;0;0;75422200;75422200
UNSP;Bakrie Sumatera Plantations Tbk.;0;410;380;400;24;2112800;852356000;146;400;1093700;398;30000;2500162344;2500162344
UNTD;Terang Dunia Internusa Tbk.;86;95;86;90;4;32488400;2958224100;2334;91;535800;89;75600;6666666700;6666666700
UNTR;United Tractors Tbk.;31300;31300;30825;30875;-425;1164700;36072070000;3216;30900;1300;30875;5500;3730135136;3730135136
UNVR;Unilever Indonesia Tbk.;1910;1915;1885;1910;-10;7397900;14079331500;3474;1910;202900;1905;6100;38150000000;38150000000
URBN;Urban Jakarta Propertindo Tbk.;200;200;189;191;-3;826700;159387100;157;191;124500;189;45800;3232122640;3232122640
UVCR;Trimegah Karya Pratama Tbk.;141;147;136;146;1;9876300;1406080000;637;146;162700;144;34900;2000144838;2000144838
VAST;Vastland Indonesia Tbk.;122;122;111;120;-2;239100;27971900;145;120;71000;118;60900;3055737049;3055737049
VERN;Verona Indah Pictures Tbk.;135;139;130;137;2;7077500;963664100;255;137;97400;136;400700;4765648183;4765648183
VICI;Victoria Care Indonesia Tbk.;550;600;540;585;35;4459900;2610833000;898;590;267000;585;17900;6708000000;6708000000
VICO;Victoria Investama Tbk.;156;162;155;160;3;102300;16265400;47;160;57600;158;1000;15217075658;15217075658
VINS;Victoria Insurance Tbk.;166;188;153;172;5;1122000;194102800;278;172;11200;168;600;1553430759;1553430759
VISI;Satu Visi Putra Tbk.;580;580;565;575;0;679400;387878000;102;575;22400;570;5900;3075000000;3075000000
VIVA;Visi Media Asia Tbk.;0;35;34;35;-2;27908800;964421300;633;35;956500;34;8880700;16464270400;16464270400
VKTR;VKTR Teknologi Mobilitas Tbk.;975;1045;955;1030;60;286284300;2,89448E+11;44746;1035;2079200;1030;49600;43750000000;43750000000
VOKS;Voksel Electric Tbk.;244;252;230;236;-6;268800;63375000;159;238;9200;236;4000;4155602595;4155602595
VRNA;Mizuho Leasing Indonesia Tbk.;74;93;74;81;6;20860600;1772006100;2721;81;115000;80;290800;5687353997;5687353997
VTNY;Venteny Fortuna International Tbk.;69;69;65;69;0;12550400;852636500;506;69;1816700;68;510500;6265193445;4875160740
WAPO;Wahana Pronatural Tbk.;126;136;124;132;5;2001100;263694800;460;132;96500;131;58500;1240923111;1240923111
WBSA;BSA Logistics Indonesia Tbk.;282;282;282;282;56;1586300;447336600;5520;0;0;282;1431800600;8675000000;1800000000
WEGE;Wijaya Karya Bangunan Gedung Tbk.;55;57;55;57;0;1120800;62501300;169;57;1162200;56;463700;9572000000;9572000000
WEHA;WEHA Transportasi Indonesia Tbk.;129;133;127;131;1;5951400;779515800;672;132;314300;131;70700;1460554819;1460554819
WGSH;Wira Global Solusi Tbk.;0;111;107;108;-2;211700;22872500;134;108;28100;107;8600;1042500000;1042500000
WICO;Wicaksana Overseas International Tbk.;0;0;0;123;0;0;0;0;0;0;0;0;2393710348;2393710348
WIDI;Widiant Jaya Krenindo Tbk.;0;32;31;31;-1;3572400;111318900;295;32;1975300;31;320500;1600031683;1600031683
WIFI;Solusi Sinergi Digital Tbk.;2300;2420;2260;2380;40;36377500;86209258000;5982;2390;79700;2380;2487900;5308549015;5308549015
WIIM;Wismilak Inti Makmur Tbk.;1830;1830;1785;1805;-5;9494900;17072024500;931;1805;800;1800;2600;2099873760;2099873760
WIKA;Wijaya Karya (Persero) Tbk.;0;0;0;204;0;0;0;0;0;0;0;0;39873063858;39873063858
WINE;Hatten Bali Tbk.;180;181;176;181;1;1804800;322522800;124;181;28200;180;16600;2710000000;678000000
WINR;Winner Nusantara Jaya Tbk.;0;30;30;30;2;11300900;339027000;141;0;0;30;45106900;5235316030;5235316030
WINS;Wintermar Offshore Marine Tbk.;496;505;494;500;6;1394000;693430600;250;505;373800;500;209600;4460988262;4460988262
WIRG;WIR ASIA Tbk.;83;84;81;83;-1;34155000;2818838200;1752;83;1753500;82;4634600;11938622394;11938622394
WMPP;Widodo Makmur Perkasa Tbk.;0;41;39;40;1;23028400;929746200;386;40;5690100;39;4192400;29419000000;29406022875
WMUU;Widodo Makmur Unggas Tbk.;68;77;67;73;3;578510800;42278188900;16055;73;8466700;72;13062600;12941176500;12941176500
WOMF;Wahana Ottomitra Multiartha Tbk.;298;300;290;296;-2;445900;130855800;188;298;45500;294;1400;3481481480;3481481480
WOOD;Integra Indocabinet Tbk.;296;300;290;292;-4;2090100;610657000;241;294;91000;292;22400;6437500000;6437500000
WOWS;Ginting Jaya Energi Tbk.;77;81;77;78;2;42649000;3364346700;2588;79;2522300;78;545500;2475720000;2475720000
WSBP;Waskita Beton Precast Tbk.;0;18;17;18;0;26219000;460526800;568;18;10779800;17;92749200;56780478486;56780478486
WSKT;Waskita Karya (Persero) Tbk.;0;0;0;202;0;0;0;0;0;0;0;0;28806807016;28806807016
WTON;Wijaya Karya Beton Tbk.;87;88;86;86;-1;2796600;243324100;241;88;441900;86;2225100;8715466600;8715466600
YELO;Yelooo Integra Datanet Tbk.;105;117;101;112;7;311922800;34746718900;16052;112;1314800;111;1115000;1912774405;1912774405
YOII;Asuransi Digital Bersama Tbk.;98;99;96;98;-1;5974800;583130400;463;99;364800;98;12300;3424687500;1041867500
YPAS;Yanaprima Hastapersada Tbk;0;0;0;1735;0;0;0;0;0;0;0;0;668000089;668000089
YULE;Yulie Sekuritas Indonesia Tbk.;0;3380;3330;3370;40;25700;86860000;3;3370;100;3310;100;1785000000;1785000000
YUPI;Yupi Indo Jelly Gum Tbk.;1510;1520;1495;1515;5;17400;26094000;39;1520;800;1515;1600;8544488700;854448900
ZATA;Bersama Zatta Jaya Tbk.;79;85;78;83;3;778333000;63761626600;26089;83;2416700;82;6836200;8496000000;1700000000
ZBRA;Dosni Roha Indonesia Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;2510706263;2510706263
ZINC;Kapuas Prima Coal Tbk.;0;0;0;30;0;0;0;0;0;0;0;0;25250000000;25250000000
ZONE;Mega Perintis Tbk.;346;432;342;432;86;252400;100765600;135;0;0;432;270500;870171478;870171478
ZYRX;Zyrexindo Mandiri Buana Tbk.;142;147;142;146;1;520000;75350300;271;146;50000;145;3400;1333334556;1333334556
